CensusTract,State,County,Pop2010,LILATracts_1And10,LALOWI1_10,TractLOWI
12021010418,Florida,Collier County,4485,0,340,1141
12021010419,Florida,Collier County,3160,0,NULL,1823
12021010420,Florida,Collier County,6012,1,513,4252
12021010505,Florida,Collier County,6784,1,637,2271
12021010506,Florida,Collier County,5558,1,1515,2011
12021010507,Florida,Collier County,4042,0,35,1317
12021010508,Florida,Collier County,4343,0,109,1297
12021010509,Florida,Collier County,5548,0,426,897
12021010510,Florida,Collier County,3560,0,580,570
12021010601,Florida,Collier County,2383,0,NULL,1305
12021010602,Florida,Collier County,3223,0,150,1292
12021010604,Florida,Collier County,3836,0,NULL,1037
12021010605,Florida,Collier County,3112,0,40,1207
12021010606,Florida,Collier County,2400,0,1,465
12021010701,Florida,Collier County,4279,0,2,2082
12021010702,Florida,Collier County,3240,1,311,1327
12021010801,Florida,Collier County,3451,0,544,661
12021010802,Florida,Collier County,10208,1,493,7586
12021010803,Florida,Collier County,4062,0,NULL,1194
12021010902,Florida,Collier County,3544,0,100,1090
12021010903,Florida,Collier County,4517,0,584,1478
12021010904,Florida,Collier County,2021,0,3,285
12021010905,Florida,Collier County,3050,0,159,505
12021011001,Florida,Collier County,1530,0,261,286
12021011002,Florida,Collier County,2018,0,197,382
12021011102,Florida,Collier County,7291,1,948,4304
12021011103,Florida,Collier County,2225,0,50,1100
12021011105,Florida,Collier County,2546,1,726,1004
12021011106,Florida,Collier County,3022,0,NULL,881
12021011201,Florida,Collier County,7072,0,315,1313
12021011202,Florida,Collier County,18805,0,8,6377
12021011204,Florida,Collier County,4807,1,414,4076
12021011205,Florida,Collier County,2664,1,1387,2214
12021011301,Florida,Collier County,6369,1,1234,4826
12021011302,Florida,Collier County,5920,1,2057,5052
12021011400,Florida,Collier County,4657,0,67,3923
12023110201,Florida,Columbia County,4145,0,NULL,1444
12023110202,Florida,Columbia County,5828,0,48,2557
12023110300,Florida,Columbia County,8456,0,124,3033
12023110400,Florida,Columbia County,2872,0,NULL,1194
12023110500,Florida,Columbia County,7311,0,509,2732
12023110601,Florida,Columbia County,8674,0,NULL,2542
12023110602,Florida,Columbia County,4249,0,NULL,1770
12023110700,Florida,Columbia County,4678,0,790,1314
12023110800,Florida,Columbia County,5829,0,47,1782
12023110901,Florida,Columbia County,5596,1,789,2252
12023110903,Florida,Columbia County,4065,0,105,2021
12023110904,Florida,Columbia County,5828,0,594,2354
12027010101,Florida,DeSoto County,4663,0,13,2224
12027010102,Florida,DeSoto County,4688,0,328,2381
12027010200,Florida,DeSoto County,5308,1,467,2924
12027010301,Florida,DeSoto County,6284,1,1322,4839
12027010302,Florida,DeSoto County,2308,0,216,1862
12027010403,Florida,DeSoto County,2968,0,9,1095
12027010404,Florida,DeSoto County,3270,0,21,2001
12027010405,Florida,DeSoto County,1218,0,NULL,327
12027010406,Florida,DeSoto County,4155,0,79,1748
12029970101,Florida,Dixie County,4990,0,NULL,1938
12029970102,Florida,Dixie County,7331,0,10,2706
12029970200,Florida,Dixie County,4101,1,484,2355
12031000100,Florida,Duval County,5483,0,94,2993
12031000200,Florida,Duval County,2496,1,1499,1503
12031000300,Florida,Duval County,2405,1,1544,1766
12031000600,Florida,Duval County,4856,0,128,3646
12031000700,Florida,Duval County,4201,0,579,1188
12031000800,Florida,Duval County,2611,0,312,578
12031001000,Florida,Duval County,6084,0,NULL,1304
12031001100,Florida,Duval County,1688,0,NULL,711
12031001200,Florida,Duval County,2038,0,NULL,1050
12031001300,Florida,Duval County,3840,0,NULL,2522
12031001400,Florida,Duval County,5397,0,77,3057
12031001500,Florida,Duval County,3964,0,NULL,3245
12031001600,Florida,Duval County,1426,0,NULL,1161
12031002101,Florida,Duval County,2927,0,115,753
12031002102,Florida,Duval County,2608,0,0,358
12031002200,Florida,Duval County,4476,0,0,766
12031002300,Florida,Duval County,1722,0,NULL,285
12031002400,Florida,Duval County,1874,0,106,324
12031002501,Florida,Duval County,3703,1,1638,2042
12031002502,Florida,Duval County,3424,0,121,1416
12031002600,Florida,Duval County,3795,1,2424,2637
12031002701,Florida,Duval County,3422,1,1782,2129
12031002702,Florida,Duval County,3629,1,830,2284
12031002801,Florida,Duval County,4777,1,1705,3030
12031002802,Florida,Duval County,4147,1,322,2856
12031002901,Florida,Duval County,3395,0,NULL,2536
12031002902,Florida,Duval County,3281,0,NULL,2011
12031010101,Florida,Duval County,6000,0,NULL,2208
12031010102,Florida,Duval County,10076,0,2023,2001
12031010103,Florida,Duval County,5677,0,NULL,1768
12031010201,Florida,Duval County,9609,0,1595,3684
12031010202,Florida,Duval County,2903,0,345,498
12031010301,Florida,Duval County,4120,0,NULL,932
12031010303,Florida,Duval County,6459,1,1294,2740
12031010304,Florida,Duval County,7255,0,1555,3583
12031010401,Florida,Duval County,3240,0,0,1320
12031010402,Florida,Duval County,3955,1,760,2705
12031010500,Florida,Duval County,14437,0,3199,6207
12031010600,Florida,Duval County,6068,0,NULL,1025
12031010700,Florida,Duval County,4970,1,433,2856
12031010800,Florida,Duval County,5017,1,2032,2851
12031010900,Florida,Duval County,4017,0,871,969
12031011000,Florida,Duval County,3998,1,824,2564
12031011100,Florida,Duval County,3226,0,18,1205
12031011200,Florida,Duval County,2778,0,0,1416
12031011300,Florida,Duval County,2881,1,390,1782
12031011400,Florida,Duval County,2196,0,NULL,1513
12031011500,Florida,Duval County,4225,0,NULL,2960
12031011600,Florida,Duval County,3850,0,62,2247
12031011700,Florida,Duval County,2554,1,1366,1494
12031011800,Florida,Duval County,3121,1,386,1523
12031011901,Florida,Duval County,7929,0,1272,2694
12031011902,Florida,Duval County,10618,0,3525,3994
12031011903,Florida,Duval County,5069,0,424,1223
12031012000,Florida,Duval County,4953,0,NULL,1854
12031012100,Florida,Duval County,1543,0,43,1002
12031012200,Florida,Duval County,7045,1,361,4738
12031012300,Florida,Duval County,3463,0,164,2020
12031012400,Florida,Duval County,2915,0,NULL,884
12031012500,Florida,Duval County,3512,0,163,2367
12031012601,Florida,Duval County,2947,0,7,1160
12031012602,Florida,Duval County,5745,0,88,3228
12031012702,Florida,Duval County,5447,1,1453,2705
12031012703,Florida,Duval County,5235,0,611,1809
12031012704,Florida,Duval County,5389,1,512,2603
12031012800,Florida,Duval County,6925,0,49,3778
12031012900,Florida,Duval County,2487,0,NULL,1095
12031013000,Florida,Duval County,2605,0,56,96
12031013100,Florida,Duval County,2145,0,0,424
12031013200,Florida,Duval County,2311,1,1224,656
12031013300,Florida,Duval County,7133,1,1492,4195
12031013402,Florida,Duval County,4772,1,1108,2835
12031013403,Florida,Duval County,3390,0,21,1496
12031013404,Florida,Duval County,3148,1,954,1329
12031013502,Florida,Duval County,3441,0,974,1501
12031013503,Florida,Duval County,8449,0,351,2945
12031013504,Florida,Duval County,5767,0,126,1995
12031013521,Florida,Duval County,11917,1,2401,5400
12031013522,Florida,Duval County,3414,0,953,1133
12031013721,Florida,Duval County,8935,0,2373,3391
12031013723,Florida,Duval County,5692,0,1716,2491
12031013726,Florida,Duval County,8893,0,1338,3098
12031013727,Florida,Duval County,7685,0,8,2364
12031013800,Florida,Duval County,2633,1,1305,946
12031013901,Florida,Duval County,6261,1,2891,1587
12031013902,Florida,Duval County,4943,1,241,1987
12031013904,Florida,Duval County,4234,1,1576,1627
12031013905,Florida,Duval County,4156,0,157,388
12031013906,Florida,Duval County,3909,0,428,885
12031014001,Florida,Duval County,4618,0,NULL,1241
12031014002,Florida,Duval County,2419,0,16,285
12031014101,Florida,Duval County,4348,0,0,674
12031014102,Florida,Duval County,3931,0,NULL,426
12031014202,Florida,Duval County,4129,0,0,1639
12031014203,Florida,Duval County,4166,0,129,455
12031014204,Florida,Duval County,4788,0,111,386
12031014311,Florida,Duval County,4659,1,936,2457
12031014312,Florida,Duval County,6238,0,808,2462
12031014326,Florida,Duval County,7468,0,41,1473
12031014328,Florida,Duval County,5764,0,153,897
12031014329,Florida,Duval County,3169,0,22,451
12031014330,Florida,Duval County,4681,0,546,687
12031014331,Florida,Duval County,4862,0,NULL,1744
12031014332,Florida,Duval County,8257,0,15,1999
12031014333,Florida,Duval County,3041,0,58,775
12031014334,Florida,Duval County,4551,0,91,1169
12031014335,Florida,Duval County,7977,0,933,1104
12031014336,Florida,Duval County,7077,0,436,1427
12031014337,Florida,Duval County,9815,0,793,3151
12031014338,Florida,Duval County,4239,1,1392,1468
12031014401,Florida,Duval County,12821,0,93,4899
12031014404,Florida,Duval County,9233,0,1180,1228
12031014406,Florida,Duval County,6707,0,394,1051
12031014408,Florida,Duval County,4426,0,390,1042
12031014409,Florida,Duval County,9820,0,208,1652
12031014410,Florida,Duval County,7042,0,36,1178
12031014411,Florida,Duval County,7835,0,535,1649
12031014412,Florida,Duval County,11983,0,NULL,1917
12031014413,Florida,Duval County,5960,0,366,661
12031014500,Florida,Duval County,4053,1,148,1340
12031014601,Florida,Duval County,5845,0,NULL,585
12031014603,Florida,Duval County,5339,0,68,1940
12031014604,Florida,Duval County,4491,0,0,2125
12031014701,Florida,Duval County,7179,0,1704,3182
12031014702,Florida,Duval County,2911,0,39,767
12031014800,Florida,Duval County,4869,0,22,2182
12031014901,Florida,Duval County,5396,0,NULL,2246
12031014902,Florida,Duval County,7368,0,4,2042
12031015001,Florida,Duval County,5495,0,8,2359
12031015002,Florida,Duval County,3362,0,698,1532
12031015100,Florida,Duval County,3898,1,510,1962
12031015200,Florida,Duval County,2934,0,NULL,1472
12031015300,Florida,Duval County,2621,1,898,1647
12031015400,Florida,Duval County,2440,1,313,1034
12031015501,Florida,Duval County,3412,0,37,1401
12031015502,Florida,Duval County,4046,0,12,2993
12031015600,Florida,Duval County,3669,0,0,1621
12031015700,Florida,Duval County,5263,1,493,2126
12031015801,Florida,Duval County,6495,0,91,1934
12031015802,Florida,Duval County,6804,0,NULL,3404
12031015922,Florida,Duval County,3185,0,NULL,1043
12031015923,Florida,Duval County,9281,1,582,2714
12031015924,Florida,Duval County,4477,0,323,1376
12031015925,Florida,Duval County,5009,0,NULL,2314
12031015926,Florida,Duval County,4555,0,521,2119
12031016000,Florida,Duval County,6161,0,15,3791
12031016100,Florida,Duval County,7388,0,107,4110
12031016200,Florida,Duval County,2378,0,NULL,1244
12031016300,Florida,Duval County,2380,0,NULL,1308
12031016400,Florida,Duval County,5108,0,441,1192
12031016500,Florida,Duval County,5125,0,372,1189
12031016601,Florida,Duval County,6525,1,1081,2724
12031016603,Florida,Duval County,3320,0,94,708
12031016604,Florida,Duval County,4151,1,1355,1765
12031016711,Florida,Duval County,4311,0,31,514
12031016722,Florida,Duval County,7115,0,349,2631
12031016724,Florida,Duval County,4854,0,1,2470
12031016725,Florida,Duval County,4228,0,134,1476
12031016726,Florida,Duval County,3592,0,NULL,1400
12031016727,Florida,Duval County,3057,0,NULL,1192
12031016728,Florida,Duval County,4349,0,221,1019
12031016729,Florida,Duval County,6077,0,409,1928
12031016801,Florida,Duval County,2203,0,1,411
12031016803,Florida,Duval County,6908,0,170,819
12031016804,Florida,Duval County,7697,0,415,603
12031016805,Florida,Duval County,7527,0,738,1161
12031016806,Florida,Duval County,11511,0,988,2425
12031016807,Florida,Duval County,3678,0,36,1541
12031016808,Florida,Duval County,3494,0,NULL,1260
12031017100,Florida,Duval County,5217,0,10,1743
12031017200,Florida,Duval County,2284,0,NULL,1205
12031017300,Florida,Duval County,6971,0,NULL,2212
12031017400,Florida,Duval County,2877,0,310,1771
12033000100,Florida,Escambia County,1603,0,0,376
12033000300,Florida,Escambia County,2518,1,406,1306
12033000400,Florida,Escambia County,3388,0,NULL,2288
12033000500,Florida,Escambia County,1541,0,NULL,254
12033000600,Florida,Escambia County,1864,0,NULL,950
12033000800,Florida,Escambia County,4798,0,146,1189
12033000900,Florida,Escambia County,2513,0,148,375
12033001001,Florida,Escambia County,6030,0,703,929
12033001002,Florida,Escambia County,2825,0,0,1253
12033001101,Florida,Escambia County,5864,0,912,1063
12033001103,Florida,Escambia County,2743,0,424,411
12033001104,Florida,Escambia County,6396,0,238,2682
12033001201,Florida,Escambia County,4372,0,27,2256
12033001202,Florida,Escambia County,3846,0,228,2941
12033001300,Florida,Escambia County,4232,1,863,3199
12033001401,Florida,Escambia County,4570,0,0,396
12033001402,Florida,Escambia County,6163,1,1804,2345
12033001500,Florida,Escambia County,1328,0,NULL,914
12033001600,Florida,Escambia County,2697,0,NULL,1381
12033001700,Florida,Escambia County,2782,0,106,1231
12033001800,Florida,Escambia County,2103,0,NULL,1351
12033001900,Florida,Escambia County,1937,0,0,1424
12033002000,Florida,Escambia County,2147,0,22,803
12033002100,Florida,Escambia County,5209,1,454,3108
12033002200,Florida,Escambia County,3706,1,625,1800
12033002300,Florida,Escambia County,4788,0,762,1888
12033002400,Florida,Escambia County,5852,0,3456,520
12033002500,Florida,Escambia County,2136,0,207,291
12033002601,Florida,Escambia County,2827,0,182,465
12033002602,Florida,Escambia County,1109,0,117,204
12033002603,Florida,Escambia County,7707,0,998,1732
12033002604,Florida,Escambia County,3978,0,570,1021
12033002605,Florida,Escambia County,5178,0,808,1739
12033002701,Florida,Escambia County,2925,0,389,899
12033002703,Florida,Escambia County,3152,1,889,1500
12033002704,Florida,Escambia County,5177,0,1254,2742
12033002801,Florida,Escambia County,2568,1,236,1232
12033002802,Florida,Escambia County,4912,0,646,783
12033002803,Florida,Escambia County,2749,1,343,1672
12033002804,Florida,Escambia County,3223,0,479,638
12033002900,Florida,Escambia County,4076,1,485,2533
12033003000,Florida,Escambia County,6869,0,147,2337
12033003100,Florida,Escambia County,5436,1,2050,2010
12033003201,Florida,Escambia County,5225,1,1758,1523
12033003203,Florida,Escambia County,4685,0,849,1092
12033003204,Florida,Escambia County,2863,0,321,737
12033003301,Florida,Escambia County,4119,0,985,1383
12033003305,Florida,Escambia County,2696,0,677,445
12033003306,Florida,Escambia County,7175,0,525,1662
12033003307,Florida,Escambia County,2212,1,281,624
12033003308,Florida,Escambia County,4176,0,366,915
12033003309,Florida,Escambia County,6649,0,410,1052
12033003400,Florida,Escambia County,5187,0,180,1623
12033003503,Florida,Escambia County,6239,0,1230,2513
12033003505,Florida,Escambia County,3586,0,266,2133
12033003506,Florida,Escambia County,4208,1,890,2280
12033003507,Florida,Escambia County,5331,0,0,2694
12033003508,Florida,Escambia County,6568,1,946,3558
12033003603,Florida,Escambia County,6653,0,NULL,1698
12033003607,Florida,Escambia County,3479,1,823,761
12033003608,Florida,Escambia County,7254,0,1336,2409
12033003609,Florida,Escambia County,3693,0,172,1058
12033003610,Florida,Escambia County,6381,0,991,1153
12033003611,Florida,Escambia County,5337,0,553,1013
12033003612,Florida,Escambia County,4690,0,463,580
12033003613,Florida,Escambia County,3945,0,NULL,683
12033003614,Florida,Escambia County,5310,1,978,1931
12033003700,Florida,Escambia County,3896,0,NULL,868
12033003800,Florida,Escambia County,4366,0,158,770
12033003900,Florida,Escambia County,5068,0,348,1180
12033004000,Florida,Escambia County,4791,0,NULL,1031
12035060103,Florida,Flagler County,2408,0,115,954
12035060104,Florida,Flagler County,3986,0,1190,1467
12035060105,Florida,Flagler County,3663,0,372,914
12035060106,Florida,Flagler County,2862,0,384,662
12035060107,Florida,Flagler County,4317,0,370,1713
12035060204,Florida,Flagler County,7924,0,2902,3038
12035060205,Florida,Flagler County,7274,0,791,2314
12035060206,Florida,Flagler County,4764,0,34,2181
12035060207,Florida,Flagler County,5463,0,0,1871
12035060208,Florida,Flagler County,6021,0,NULL,2790
12035060209,Florida,Flagler County,6853,0,1783,2545
12035060210,Florida,Flagler County,3826,0,772,1262
12035060211,Florida,Flagler County,6321,0,1118,2112
12035060212,Florida,Flagler County,5246,1,1629,2616
12035060213,Florida,Flagler County,5523,1,2274,2720
12035060214,Florida,Flagler County,6965,0,2542,2951
12035060301,Florida,Flagler County,4598,0,NULL,1521
12035060302,Florida,Flagler County,3217,0,540,622
12035060303,Florida,Flagler County,2120,0,318,423
12035060304,Florida,Flagler County,2345,0,NULL,746
12037970100,Florida,Franklin County,3966,0,60,1484
12037970200,Florida,Franklin County,3089,0,17,1202
12037970302,Florida,Franklin County,2804,0,1,975
12037970304,Florida,Franklin County,1690,0,0,622
12039020101,Florida,Gadsden County,4802,0,NULL,1276
12039020102,Florida,Gadsden County,6121,0,NULL,2283
12039020300,Florida,Gadsden County,5540,0,18,2217
12039020400,Florida,Gadsden County,5664,0,132,2751
